feature-id	tissue_mean	tissue_std	tissue_rank
Sphi-45823ae	-2.035074503972039	0.6316844804850913	0.0
Clos-b4ed8ec	-1.7992671202881088	0.6058626917326972	1.0
Terr-9960b20	-1.6976099460540741	0.765142083126176	2.0
Lach-e23e6e7	-1.5843810172391266	1.1093300077997248	3.0
Marv-74e12a8	-1.5525143302316695	0.8877816893323852	4.0
Bact-7ce20dc	-1.3766147274186065	0.6748245960078154	5.0
Egge-06f4e7c	-1.349676491869524	0.5996954324936695	6.0
Marv-c55b486	-1.2229744389154618	0.40635273385501575	7.0
Ente-134d27c	-1.2187006241111933	0.5259880594989522	8.0
Rumi-d347cad	-1.2012118087308128	0.7407770854112218	9.0
Marv-f51d9f3	-1.198013680391498	0.5084970518545463	10.0
Haem-2903f2e	-1.163228355767092	0.8839855762286054	11.0
Bact-47d7490	-1.1154344035502346	0.5445727314461689	12.0
Pept-1d2b00f	-1.0990599929477318	0.5575226060214766	13.0
Sene-8edb2b3	-1.045145776226736	0.8236418768390874	14.0
Subd-330f9b7	-0.9981466286623626	0.7515782815124672	15.0
Rumi-49eca5f	-0.965350888860233	0.7748182260117213	16.0
Para-3d48874	-0.9437740970323082	0.6344590684337048	17.0
Rumi-0f06bc7	-0.8852745935292171	0.6057016499853234	18.0
Lach-11902be	-0.8473789571806242	0.6034120356136972	19.0
Fami-b3d9e1f	-0.8458017640041237	0.6416818975937348	20.0
Rumi-3efbc4a	-0.8309654063859744	0.5577843791209622	21.0
Alis-520887a	-0.8245125035865615	0.5260310926386325	22.0
Bact-87e7824	-0.8079738772203426	1.0445162435146074	23.0
Buty-da8b26f	-0.7779519640106088	0.6097979322253441	24.0
Anae-4f9106b	-0.7674018641497896	0.4111585792943466	25.0
Rumi-494e655	-0.7650033376825528	0.5451070835878027	26.0
NB1--fab1c84	-0.7645981850771841	0.915590150226867	27.0
Turi-4f904eb	-0.7589367736621333	0.9160616471473839	28.0
Anae-2ee585c	-0.736470937760579	0.574235653646277	29.0
Lach-f9c0d23	-0.7301301497393929	0.5951915774021441	30.0
Blau-400ef32	-0.7290741803233829	0.36160687748422277	31.0
Bifi-38b7580	-0.7286971766794159	0.4639692014233071	32.0
Rumi-a39d801	-0.7230060411718321	0.4930532355037299	33.0
Rumi-75a7dd0	-0.7070170888197238	0.8633725578781617	34.0
Rumi-f7d40e3	-0.7016826696827893	0.49768964889353673	35.0
Blau-8f6e2a9	-0.6613244716617396	0.3930150726977877	36.0
Hold-ad52bbe	-0.6611573707636029	0.8862565646642108	37.0
Fami-b0553a7	-0.6412864952042776	0.43344301992187684	38.0
Chri-fb2e43a	-0.6198982205359184	0.5942090576885647	39.0
Lach-088877a	-0.6147480866009191	0.4694426839186785	40.0
Prev-6b6d13f	-0.6115528793523951	0.8697292682637124	41.0
Epul-3fc4e1b	-0.6115431282556717	0.8065803058853759	42.0
Hold-5637d39	-0.6016776106500876	0.6908630285009486	43.0
Bact-b74ab69	-0.5980266501194565	0.730773034291628	44.0
Desu-fa6956a	-0.5731077194194871	0.43091436754607304	45.0
Solo-114d0ae	-0.5703517640131253	0.420488979632661	46.0
Turi-c96cf26	-0.5690540702616199	0.6028064695836302	47.0
Subd-49ccd7a	-0.5557403907348354	0.3611450536826808	48.0
Lach-3534b4b	-0.5453935865594933	0.3702530382750963	49.0
Bact-d4d386b	-0.5403241977841605	0.48640851308795396	50.0
Bact-208134d	-0.5341675834987348	0.7510659892388388	51.0
Lach-3a2e845	-0.5332780626366065	0.4416031985257574	52.0
Rose-a76bceb	-0.5321213804076028	0.3418204310622276	53.0
Meth-26639d9	-0.5298112011112398	0.8119085615638526	54.0
Lach-05d757d	-0.5246022923107424	0.42408020514970607	55.0
Lach-026a720	-0.5127629776461786	0.38393770423892903	56.0
Stre-a4cd615	-0.5109635191564497	0.5316246478498317	57.0
Blau-af2150f	-0.5080819209622393	0.31574715839348605	58.0
Blau-105344b	-0.49639634316548	0.4848869021057754	59.0
Rumi-7514abf	-0.49092608625952894	0.5097584557676186	60.0
Anae-1e00db7	-0.48211003833003674	0.5661772066477632	61.0
Chri-f7035cb	-0.47292246219429457	0.5449890260872429	62.0
Lach-701a3b7	-0.46662715305054736	0.3141268848732189	63.0
Bilo-8954856	-0.4589032615404808	0.8645803559312968	64.0
Bact-5859c64	-0.45248383443338963	0.6426889322493968	65.0
Leif-1ce7543	-0.4347622706438007	0.7151404976217705	66.0
Chri-ff17b46	-0.41479767401590695	0.6304549338263181	67.0
Romb-df3d611	-0.41058809900251597	0.5966602824740856	68.0
Rumi-3fd0c1a	-0.40615515010265374	0.4405664634068191	69.0
Lach-44a2dbc	-0.40395262025559714	0.6784936859337849	70.0
Inte-9eaff8c	-0.39751297045201067	0.6408504040519678	71.0
Rumi-9cdb9db	-0.37282379703977986	0.3428752624160201	72.0
Para-4d6fe68	-0.3670395109012858	0.3363533406046385	73.0
Buty-10fae19	-0.3620384346115552	0.8540601669105454	74.0
Haem-18eb929	-0.355864926621036	0.4808660579795445	75.0
Bact-e0e562a	-0.35059425705877345	0.8291349813242486	76.0
Rumi-6593120	-0.34532554732526516	0.7349712466504689	77.0
Rumi-a29990f	-0.3313126170762345	0.7069654404594676	78.0
Bact-15ceb00	-0.33120168942150136	0.6829747813959982	79.0
Esch-e2f6a53	-0.3225511906337649	0.9722178863397559	80.0
Lach-7079408	-0.3187548557652525	0.45245527325853263	81.0
Faec-80c3a5f	-0.3126362661467567	0.5905882168342925	82.0
Rose-d3864fc	-0.30579937192385676	0.4906236271069627	83.0
Sene-781430c	-0.3054090756788114	0.6016097078820258	84.0
Para-218f40f	-0.2938928647464209	0.5782230140061015	85.0
Subd-c6fdf63	-0.29168434584551733	0.327735556463509	86.0
Copr-804d6df	-0.29053172296026936	0.7002461581186807	87.0
Rumi-c1eedbc	-0.290172251299792	0.8192098845160508	88.0
Rumi-85e5f41	-0.28745898888288174	0.391514230015562	89.0
Alis-44cae38	-0.2839069703291182	0.5897997350845356	90.0
Rumi-030e364	-0.2834151330845847	0.6692113973045788	91.0
Lach-a00b4fd	-0.27270353459672503	0.3300272002600174	92.0
Rumi-8dc9986	-0.2723126998636706	0.6188165510381782	93.0
Sutt-f684347	-0.27128153958165147	0.5376552752186543	94.0
Dore-18ef456	-0.2708915509710997	0.5285636513126202	95.0
Rumi-f7a2b0a	-0.26693102383195555	0.8173804076549251	96.0
Bact-ce0837f	-0.26551800145671156	0.4161105708813944	97.0
Stre-409f711	-0.2627749818180886	0.3284221790887587	98.0
Lach-52ba52e	-0.2601638988650265	0.36801795131799425	99.0
Alis-af3909e	-0.25819223204592645	0.5249487633985255	100.0
Tyzz-e322286	-0.25772923089010985	0.6040058588603752	101.0
Rumi-9cda306	-0.256485079015487	0.4104953998686055	102.0
Erys-16684ad	-0.25633071746345315	0.44651490924475	103.0
Rumi-e9398bc	-0.24674170522411148	0.41967560486858413	104.0
Fili-998cdb4	-0.24488776221484726	0.7939222257080236	105.0
Lach-7a4b03d	-0.24316078675397912	0.705291463191659	106.0
Barn-f674778	-0.24221444424787392	0.5771958047046511	107.0
Alis-d08356d	-0.23993307253139323	0.5597476809977574	108.0
Stre-6e7317c	-0.23746933550352753	0.42067395296957666	109.0
Lach-202938f	-0.2348104284922466	0.3400912932881118	110.0
Rumi-d6fb5a6	-0.23444090735003936	0.8188737906730058	111.0
Rumi-c6fb203	-0.23404128394632118	0.7610902811961237	112.0
Lach-9a4c969	-0.2335144864687369	0.5222576033783575	113.0
Anae-c18dae5	-0.22047396933710264	0.6162498897623954	114.0
Blau-c7d1ed6	-0.20814482767516965	0.22935320189139924	115.0
Chri-d6d70ee	-0.20762630136959834	0.38471260905071936	116.0
Bact-9243bc9	-0.20655022173170404	0.39968942062713997	117.0
Bact-572be56	-0.20125881446011062	0.49414490256405724	118.0
Rumi-b1f914a	-0.20068453854982599	0.34089407020911544	119.0
Chri-c39cea2	-0.1999361728998663	0.43142854924551666	120.0
Lach-17fdda7	-0.19974696600269368	0.3776499041236231	121.0
Lach-675d47d	-0.19862668216719098	0.29759643702022764	122.0
Rumi-3aef8bb	-0.1853770166474047	0.39929759224058065	123.0
Anae-b63160c	-0.1814806079959352	0.43838716700235375	124.0
Lach-3adfcfa	-0.1764152725320555	0.7014092765446223	125.0
Mass-cabd729	-0.16770266461997965	0.5185180963749868	126.0
Para-990ca7d	-0.15976679372592986	0.5847826097538747	127.0
Clos-b708477	-0.15818384539600547	0.8277333292554886	128.0
Bact-b6635d6	-0.15665013655267773	0.49338716001022115	129.0
Faec-0700b7f	-0.15164772263803564	0.43265231917862346	130.0
Para-4cc835d	-0.15058700071100403	0.9083233122009943	131.0
Succ-612c7d4	-0.14700336435080805	0.7246468329614926	132.0
Dore-edc06e5	-0.13748615678611248	0.21230607546440067	133.0
Slac-414ea75	-0.1372299700284366	0.6209753317664094	134.0
Blau-2eedf89	-0.13679353332951455	0.2865254305034853	135.0
Bact-4abaa48	-0.13312815979969947	0.4700944935619696	136.0
Egge-b17b0c7	-0.12661839997461194	0.9306937902793196	137.0
Lach-be1fe9b	-0.12435513435482494	0.391379730644451	138.0
Subd-b6a1cfc	-0.12008792881260234	0.2983830893991379	139.0
Chri-7fd6a8f	-0.11781538002759173	0.48081245832938513	140.0
Para-a8eb3e8	-0.11223010393661738	0.402791468371144	141.0
Copr-bc9350a	-0.10841497021708525	0.32010586415871395	142.0
Fusi-9df2517	-0.1071626807945509	0.2670211509885063	143.0
Dore-ad89a9d	-0.10268823295918045	0.2725936627560562	144.0
Rumi-8d47887	-0.09963401341026529	0.5059920393695301	145.0
Fami-8f6cab2	-0.0994666366198781	0.7563697224684984	146.0
Erys-c5be3cb	-0.08510686996029529	0.27310870179905744	147.0
Chri-b03de84	-0.08359928555930028	0.47170087463842797	148.0
Erys-cd33343	-0.08162990161921749	0.5404424656247574	149.0
Lach-256c538	-0.08110672988565658	0.5446233534648218	150.0
Rumi-6c7b500	-0.07417188695506044	0.693706470280772	151.0
Odor-a43ac19	-0.07365285858558784	0.3344306127644504	152.0
Bact-0701752	-0.06579724564540214	0.536439793210673	153.0
Lach-18f557e	-0.06310146126211798	0.9199550299017574	154.0
Rumi-4a1547a	-0.062389990374792356	0.4868371124975557	155.0
Anae-31c7bc0	-0.060132132780630176	0.22783633669061618	156.0
Rumi-d1cf1d1	-0.057014057539091924	0.29907768815343994	157.0
Lach-06858df	-0.0545490140979216	0.5040359284835848	158.0
Alis-0ce6000	-0.05352412700664213	0.6650568293555635	159.0
Rumi-be20a0e	-0.05336036059019272	0.5833914907250272	160.0
Rumi-56490c1	-0.049853191924910036	0.4297669119806605	161.0
Lach-bb35a35	-0.04620153063359565	0.33176698431571017	162.0
Bifi-f633cf9	-0.044083242333644475	0.6994350601559247	163.0
Rumi-6e70787	-0.04127282947529687	0.632972532646146	164.0
Bact-f1681bc	-0.04084681310931084	0.7408792876818153	165.0
Rumi-7931ef4	-0.03971466465695877	0.4407537561976179	166.0
Pept-f148c98	-0.0246649942199021	0.4591512004917961	167.0
Inte-7d43ad5	-0.02216504597875246	0.5027384004081036	168.0
Clos-8878a04	-0.020501864314946716	0.6640408376289707	169.0
Rumi-bb4cb74	-0.017618734158734443	0.41084460148322655	170.0
Rose-b264ac8	-0.013440323580427306	0.31764165017040835	171.0
Bact-70d55ba	-0.010085275496523655	0.2747686662736997	172.0
Lach-ce7cc0a	-0.0027756808117540715	0.5262534561297411	173.0
Clos-f2cbb29	0.002771994331808486	0.3369474849298821	174.0
Rumi-4608cf2	0.003932241540765446	0.3488128893387525	175.0
Rumi-e15b6ef	0.00861273421293474	0.2812802705741206	176.0
Cori-63ae69e	0.01335024618315154	0.32746429719473363	177.0
Geme-7bd174e	0.018228514779881338	0.5019918729043115	178.0
Lach-b978450	0.020461476590799065	0.4222017969122148	179.0
Copr-2db5ff7	0.02321515993996443	0.6551768402033322	180.0
Rumi-6a57339	0.024165980152443044	0.5556892984614449	181.0
Lach-777dafa	0.025668528145734826	0.3470386999559052	182.0
Akke-df5c1ef	0.028697024712213484	0.6110480415358932	183.0
Alis-ca60f95	0.029067504328572163	0.2751277831819005	184.0
Rumi-4df8473	0.030668447941404924	0.47590651672809886	185.0
Parv-8f3c8cb	0.04132931801357003	0.4976197327767377	186.0
Faec-734dcd0	0.04313721812348122	0.4819913376421356	187.0
Dial-35fd415	0.04651098335347847	0.3590699857017208	188.0
Faec-6aecdef	0.05101542476115067	0.6507730909915412	189.0
Lach-582fae3	0.054364575225724535	0.5240530468827613	190.0
Rumi-bf37c87	0.05505690800740736	0.2700405529207358	191.0
Rumi-08b7366	0.05582420228303668	0.7672869633370235	192.0
Rumi-8e121f6	0.05788893081285214	0.4819659031732673	193.0
Buty-4787391	0.06431431974262956	0.47958352011826344	194.0
Lach-2ee657e	0.06783754040683518	0.275497773182638	195.0
Para-0eebf22	0.07543665968125995	0.45065683238702836	196.0
Bact-8255b7e	0.07595171222455688	0.6146593829224369	197.0
Faec-c728ad6	0.08088437509950014	0.2532664974479882	198.0
Lach-5287d8a	0.08911730544516513	0.3951866926228741	199.0
Lach-e655845	0.09328876153150188	0.41059869544142724	200.0
Coll-15e0525	0.09818981768279718	0.29135148251197235	201.0
Rose-25af29e	0.1022921085527536	0.3518746660072002	202.0
Bact-463ccc4	0.10257275934939801	0.5526042568530022	203.0
Lach-fb6956e	0.10569625969918238	0.42915186464438215	204.0
Copr-efb5d35	0.10679538322383512	0.428556217986663	205.0
Rumi-60bed33	0.11585351634261434	0.42582600110591656	206.0
Copr-9cb986f	0.11592170031057418	0.4410516841161064	207.0
Clos-e4cd8e0	0.1195887804869367	0.44806050223651483	208.0
Rumi-d4b9487	0.12139797638824179	0.32134846609939594	209.0
Anae-0ae2ea7	0.12643020914512884	0.7727365595292	210.0
Rose-29fc1e1	0.12858289880082568	0.4370530404545728	211.0
Lach-724cbad	0.1293884450929192	0.6134529740592359	212.0
Buty-5f0a87f	0.13707387839720872	0.609263255603198	213.0
Faec-bbae6ed	0.13764477332891334	0.37708734554794937	214.0
Lach-63d8e9a	0.1424650044597708	0.46371765369090945	215.0
Rose-d8af28a	0.14552410805042415	0.7014688936365429	216.0
Para-e5225d9	0.15167286156100232	0.3974099891808534	217.0
Rumi-16af97c	0.16361532149041272	0.39759642541095425	218.0
Rumi-34f6a9f	0.16899626467083606	0.24958470075148612	219.0
Rumi-d331c54	0.17544515550933487	0.5479020661059739	220.0
Bact-98fcc7e	0.1767262786516914	0.3823039136367056	221.0
Lach-19ff2a8	0.18231906999630468	0.43703642890758665	222.0
Lach-93b58b0	0.19279727627278703	0.4859655247543816	223.0
Rose-417b0f3	0.19856200038535946	0.8946491748919921	224.0
Rhod-47d12ad	0.20013625274605965	0.7476305652065849	225.0
Bact-6251bd9	0.20079304343378523	0.3431041217057712	226.0
Chri-da7125b	0.2031036677652716	0.4771102308482561	227.0
Veil-55ae363	0.2111237397217633	0.8719390275504131	228.0
Stre-fb3a183	0.21490262599770288	0.921267790527319	229.0
Para-0519ed9	0.21884584465097803	0.7196541168644395	230.0
Chri-9a3da67	0.22374938638487515	0.3824689081856034	231.0
Rose-7b6d335	0.24903126307633572	0.2754730535623684	232.0
Lach-cbe2abd	0.26789570007880037	0.4045820947915797	233.0
Copr-ed7747f	0.2751653727461597	0.09499062861226522	234.0
Clos-158d888	0.2771444385128655	0.4990103401479229	235.0
Lach-f664a73	0.27819584699064354	0.49289497770395074	236.0
Rhod-a0d65b0	0.2836461417341408	1.0919199287591466	237.0
Bact-51f7c8e	0.2874716524474809	0.5956918024235165	238.0
Akke-dfa833b	0.2912628292064326	0.5621064651147533	239.0
Hydr-6dae81d	0.295551050310435	0.5086250928913097	240.0
Anae-cc465b1	0.2966407638070111	0.507014392714779	241.0
Sutt-381ef54	0.30701630197697716	0.618395800168235	242.0
Lach-3dbdfb7	0.30777541169890865	0.9712798330009869	243.0
Bact-b24ef5f	0.30865434924754914	0.5134800269145314	244.0
Rumi-1f2dda5	0.30966334472834167	0.5026236609601115	245.0
Howa-7b64eba	0.32716309545215	0.4539894305219449	246.0
Lach-d4848cd	0.3303410773486792	0.09718661891557254	247.0
Alis-224d266	0.3369366019456424	0.329661224864731	248.0
Lach-b7ff5b3	0.34771898944144936	0.6913096726585066	249.0
Bilo-0b9d6ae	0.34782597913539104	0.3101034387938381	250.0
Rumi-916b405	0.3531984699439895	0.6215981479018587	251.0
Faec-4516aa6	0.3585763466040743	0.26916535112000384	252.0
Lach-1875d4e	0.3587543774304606	0.3661361469674498	253.0
Lach-2555ab8	0.359170753149023	0.2816173738149679	254.0
Fami-9a848bf	0.3680941368501116	0.49631028880212696	255.0
Faec-22f4ee9	0.3798708934428553	0.2917585727357804	256.0
Bact-0246885	0.3799818897073825	0.6136990465031701	257.0
Rose-d91b5c7	0.3868489310721657	0.5096002390385743	258.0
Copr-c287da8	0.38772274864650774	0.06655361718190307	259.0
Lach-2afd81e	0.3903610579709244	0.5453549897172908	260.0
Flav-9be8e4d	0.40644089799429445	0.3704092011106896	261.0
Rumi-18efcaa	0.4070047804599393	0.09796695892492258	262.0
Blau-286b444	0.4210571365632593	0.08210256210480947	263.0
Lach-02e1e97	0.421457681271777	0.40087883084424486	264.0
Dial-63719d6	0.43622905909588827	0.41755431173579854	265.0
Rumi-d5d977a	0.43993648810772923	0.5737489520432977	266.0
Sutt-222e21f	0.4424530660158937	0.6525512364188952	267.0
Esch-ffc36e2	0.4469474094511798	0.3492809557961521	268.0
Dial-08dda4f	0.4497040217516977	0.6202044672049282	269.0
Phas-fb7a1c0	0.4506537458303991	0.5920818173421823	270.0
Rhod-1667bf7	0.452390927136149	0.650442616156497	271.0
Odor-3a71e9a	0.45726398854448685	0.36262806121691066	272.0
Alis-fef4a37	0.4817033055664664	0.683833041034246	273.0
Rumi-02bf150	0.489137751196665	0.7936490004094267	274.0
Rumi-ac1d4e4	0.5035173632213913	0.5429823071955877	275.0
Sutt-33f8450	0.5046408658438986	0.07959129739955137	276.0
Lach-20a4ef0	0.5057810753624656	0.3233241063417005	277.0
Sutt-dfc8256	0.5113688754047406	0.4037616074436866	278.0
Bifi-d1d2824	0.5152684557195527	0.4647693213065478	279.0
Para-1c1c2dd	0.5194738750476934	0.5812373465800896	280.0
Akke-db466f8	0.5262477248401606	0.8180738506624167	281.0
Rumi-aaa27b7	0.5353018375865412	0.4764359111828931	282.0
Lach-3765e25	0.5466149307620312	0.10444324054143085	283.0
Veil-24522f7	0.5481489526372278	0.7638303216476512	284.0
Barn-53f976e	0.552928899492878	0.7272770871020602	285.0
Porp-0799969	0.5543314577755625	0.5950536201430043	286.0
Fuso-fb12967	0.5663907031266663	0.9032362988956708	287.0
Lach-3a3d4a6	0.5713615742844926	0.7395895151259811	288.0
Lach-2ab424b	0.57353682289879	0.3214578451679988	289.0
Geme-089a1f1	0.5761954988996723	0.5542462560362602	290.0
Fret-fd4122f	0.5786671177477817	0.7372642181937965	291.0
Osci-09ad3f0	0.5825452559735381	0.482063898009436	292.0
Anae-7862462	0.5848167612366023	0.7968789675158069	293.0
Clos-875f9ef	0.5863393255030916	0.5070268523223708	294.0
Fuso-62b2f8b	0.5909043862031077	0.7838811735591804	295.0
Bact-7440aa8	0.5917351448781799	0.31414961598628416	296.0
Bifi-3f3a0ea	0.5917646872020413	0.3123254466183658	297.0
Rumi-2a0cc8c	0.6091296753514125	0.47233452541388693	298.0
Bact-4b6b872	0.6133526460251505	0.434982401026001	299.0
Pseu-052ba7a	0.6374915736425748	0.41207466060364095	300.0
Rumi-96ed6cb	0.6465280132707318	0.8360584838870376	301.0
Rose-3a89328	0.6549595532622766	0.5499000914412301	302.0
Buty-62c3369	0.6692424937298972	0.5373398124722675	303.0
Bact-47f3d64	0.6700700360441194	0.31090618374289497	304.0
Bact-866ea1c	0.6727504036191849	1.0489319688630638	305.0
Lach-5eb6a4e	0.6836534344587931	0.4887135988774767	306.0
Rumi-64b2267	0.6839023416631222	0.7196889032951485	307.0
Bifi-c299192	0.6839166075388118	0.8141600110998491	308.0
Gast-90e9bc6	0.6861333099532256	0.5623926306598587	309.0
Fret-2b8622a	0.7231647492485831	0.7224708662997148	310.0
Rumi-eee1408	0.7444723216449638	0.5183661428602792	311.0
Sutt-1d5d65b	0.7446802214040349	0.661306330640434	312.0
Bact-b0cce80	0.7575725668095579	0.930168313554242	313.0
Stre-813e694	0.7710875042789865	0.7699895294085701	314.0
Lach-e412a7b	0.797408338511925	0.5124795699242359	315.0
Rose-f6bea81	0.8154701250444784	0.6277671271817815	316.0
Stre-101637a	0.858475866767172	0.4972349868563657	317.0
Para-98a6938	0.8648208919735388	0.5605289950090753	318.0
Hung-82c448c	0.8819213100049262	0.5642550119381421	319.0
Chri-ac07428	0.9074127914620276	0.6956110767700922	320.0
Lach-7cd4efa	0.9161099975238601	0.5301207868989937	321.0
Porp-69023d0	0.9287031627242353	0.6683309876541826	322.0
Copr-a34b9fa	0.9297494382405257	0.752776533825799	323.0
Para-8d83490	0.97497019111231	0.7898540402887824	324.0
Mass-bfb5b51	1.0060722332459107	0.6141944025719093	325.0
Prev-bc07300	1.006384782669076	0.6980102747417126	326.0
Stre-d3829c5	1.0387888723371048	0.7729024293369955	327.0
Bact-26547c9	1.0678150174326664	0.4498139309715385	328.0
Lach-7c76f7c	1.071788460021184	1.0297950760789212	329.0
Gran-a5b69f1	1.1121971114552132	0.548579555633818	330.0
Fuso-7fa9543	1.4750312215057957	0.6355091171198247	331.0
Camp-7e4c8c9	1.493853619787592	0.693842906206054	332.0
Hung-78c2b8e	1.5125010504431704	0.5732028982253945	333.0
Fuso-d2f4ba7	1.8051722050514345	0.7576613954794456	334.0
Camp-5b14d87	2.094514850138306	0.4479107606500561	335.0
Veil-d6403e5	2.470620058365799	0.9836583017141614	336.0
Fuso-e47b7c5	2.826611490262032	0.8046473106722984	337.0
